i_max=100;idle_max=0;a=0.6;penalty=1
runtime;value
0.801532307;26173
0.806523947;23475
0.81381723;27789
0.798194575;24238
0.812582135;24829
0.819986879;27661
0.815358556;24371
0.813410412;26204
0.803190925;25590
0.800428411;24798
