i_max=10;epsilon=0.005;alpha=0.9995;temp0=1000.0;exponential_cooling=true
runtime;cost
0.102721884;491
0.102492001;484
0.103911942;457
0.102499435;487
0.102879773;468
0.102303254;491
0.102769935;469
0.102503943;473
0.101832495;472
0.101913869;516
