i_max=0;idle_max=300;a=0.15
runtime;cost
0.174063887;530
0.260484157;542
0.157569581;542
0.204527023;559
0.304715701;526
0.245625703;527
0.15217043;549
0.177633581;549
0.173235382;539
0.161259427;510
