i_max=10;epsilon=0.005;alpha=0.9995;temp0=1000.0;exponential_cooling=false;penalty=2
runtime;value
1.693375987;32333
1.650829498;33176
1.691076735;34228
1.5748541600000001;34228
0.971338168;27296
0.644673416;34228
0.535901382;34228
0.539634125;34228
0.54366393;34228
0.530676124;34228
