i_max=10;epsilon=0.005;alpha=0.9995;temp0=1000.0;exponential_cooling=true
runtime;cost
0.054312871;106
0.053866538;106
0.053965986;106
0.05386239;106
0.053744377;106
0.053603812;106
0.053833755;106
0.05447126;106
0.053855657;106
0.053948853;106
