i_max=10;epsilon=0.005;alpha=0.9;temp0=10.0;exponential_cooling=false
runtime;cost
5.9132e-5;106
2.5288e-5;106
2.5388e-5;106
2.5568e-5;106
2.5077e-5;106
2.5929e-5;106
2.5568e-5;106
2.5127e-5;106
2.5127e-5;106
2.5318e-5;106
