i_max=10;epsilon=0.005;alpha=0.9;temp0=10.0;exponential_cooling=false;penalty=2
runtime;cost
0.019564137;34228
0.017469997;32356
0.019656612;34228
0.021703163;33806
0.022172168;32033
0.018857685;34228
0.020270861;32535
0.020193605;34228
0.02031268;34228
0.017430663;34228
