i_max=0;idle_max=80;a=0.2;penalty=2
runtime;value
0.513494826;10032
0.515784376;8135
0.511938954;6679
0.511161804;8323
0.51660561;7094
0.882447848;5904
1.008206913;7352
0.508130322;9150
0.691166409;5845
0.508353945;7447
