population_size=200;generations=20;mutation_rate=0.05
runtime;value
0.033155149;1452.9405954853817
0.032995909;1438.3950821187295
0.032839115;1379.9461621325045
0.032856226;1426.2591015418618
0.03289415;1357.1944322191634
0.032704181;1320.914714073355
0.032708231;1398.1110578410933
0.03265634;1393.2633279201918
0.032459247;1407.7864149546474
0.032520009;1377.3824389921522
