population_size=10;generations=20;mutation_chance=0.05
runtime;value
0.000200309;37
0.000184524;48
0.000188365;48
0.000185153;48
0.000191788;48
0.000189972;48
0.000184525;48
0.000183756;48
0.000197166;48
0.000189902;48
