population_size=200;generations=200;mutation_rate=0.1
runtime;value
0.310476009;1368.4639082414599
0.307876573;1394.8505239734652
0.306670897;1389.6049969508147
0.308785283;1387.3223641178176
0.307834319;1400.3997422689106
0.308835708;1382.7047010950375
0.308766425;1443.8752412460453
0.30904174;1378.1552114496506
0.307436361;1335.0173541194422
0.308259234;1390.693452425026
